example,label
점심 뭐 먹을까,음식추천
오늘의 메뉴 추천해줘,음식추천
애들 저녁 메뉴 좀..,음식추천
메뉴 좀 골라줘,음식추천
점심 메뉴 추천,음식추천
아침 메뉴 추천,음식추천
아침메뉴 추천해줘,음식추천
오늘점심은뭐가좋을까?,음식추천
점심 메뉴 좀 추천해줄래?,음식추천
배고파요,음식추천
몸에 좋은 음식 추천,음식추천
저녁 추천 가능해요?,음식추천
점심 메뉴 좀 추천해줘,음식추천
음식 추천해줘,음식추천
오늘저녁뭐먹을까나,음식추천
아침 뭐 먹을까,음식추천
I want to have a meal,음식추천
음식을 추천해줘,음식추천
몸에 좋은 음식 추천해줘,음식추천
아침 메뉴 추천해줘,음식추천
밤에 야식이 필요해,음식추천
점심 메뉴 좀 추천해줄래,음식추천
아침 메뉴 좀 추천해줄래,음식추천
간식 추천해주세요,음식추천
아침 식단 추천해줘,음식추천
배고팡,음식추천
우울할 때 먹으면 좋은 음식 추천해줘,음식추천
뭐 먹으면 좋을지 모르겠어,음식추천
뭐가 맛있을까?,음식추천
아침 메뉴 좀 추천해줘,음식추천
지금 모하고 이썽,뭐해
너 지금 뭐하고 있어?,뭐해
뭐해,뭐해
뭐하고있어~,뭐해
뭐하세요,뭐해
뭐하십니까,뭐해
지금 하는 일이 뭐에요?,뭐해
모하니이,뭐해
뭐하고잇어?,뭐해
넌 뭐하고 이써?,뭐해
뭐해~?,뭐해
넌 뭐하고 있니,뭐해
지금 하는 일이 뭐야,뭐해
뭐하니~?,뭐해
푸디야 오늘 뭐하니?,뭐해
너 지금 뭐하고있어?,뭐해
모해,뭐해
뭐하고이써?,뭐해
뭐하고 있어?,뭐해
뭐하니~,뭐해
뭐하고있어~?,뭐해
너 지금 뭐하니이,뭐해
푸디야 뭐하냐?,뭐해
지금 뭐하닝,뭐해
지금 모하닝,뭐해
오늘 무슨 일 있었어?,뭐해
뭐하고있어,뭐해
지금 모하니,뭐해
모하니~?,뭐해
너 지금 뭐하니,뭐해
지금 뭐하고 있어?,뭐해
모하니,뭐해
뭐하고 있어~,뭐해
너 뭐해?,뭐해
푸디야 오늘 뭐해,뭐해
뭐해요~,뭐해
뭐하고 있어~?,뭐해
너 모해?,뭐해
지금 뭐하고 있어,뭐해
넌 뭐하고있니,뭐해
지금 모하고있어?,뭐해
뭐하고 잇어?,뭐해
뭐하니,뭐해
모해요,뭐해
뭐하고 있어,뭐해
너 지금 뭐하냐,뭐해
뭐해요~?,뭐해
뭐하고 이써,뭐해
뭐해?,뭐해
지금 모하니?,뭐해
좋아합니다,사랑해
푸디 나는 너를 정말 사랑해요,사랑해
정말 조아해,사랑해
엄청 사랑해,사랑해
좋아해요♡,사랑해
♥,사랑해
사랑해♡,사랑해
사랑한다,사랑해
워아이니♡,사랑해
정말 사랑해,사랑해
사랑해,사랑해
사랑해여,사랑해
워 아이 니,사랑해
좋아해요,사랑해
♥♥,사랑해
알러뷰~,사랑해
조아해♡,사랑해
알라뷰,사랑해
샤랑해,사랑해
사랑한당,사랑해
애낀당,사랑해
엄청 좋아해,사랑해
♡,사랑해
♡♡,사랑해
좋아해♡,사랑해
싸랑해,사랑해
조아해여,사랑해
아이 러브 유,사랑해
I love you,사랑해
러브러브,사랑해
아이시떼루,사랑해
사랑합니다,사랑해
사랑해~,사랑해
4랑해,사랑해
죠아해,사랑해
사랑해요,사랑해
따랑해,사랑해
싸랑해요,사랑해
많이 사랑해,사랑해
푸디야 사랑해,사랑해
정말 좋아해,사랑해
이란아이니 이란아이니~~,사랑해
푸디야 I Love You,사랑해
좋아해,사랑해
너무 심심하다,심심해
심심해죽겠어,심심해
지루해,심심해
졸렵당 뭐하지,심심해
심시매,심심해
심심해죽겠어 어떡하지,심심해
졸려 나 좀 깨워줘,심심해
나 좀 깨워봐,심심해
잠온다 나 좀 깨워봐,심심해
아 심심해,심심해
심심해,심심해
자고 싶다 어떡하지,심심해
잠와~,심심해
졸려 나 잠 깨워줘,심심해
잠온다,심심해
심심한데,심심해
너무 졸린데 어떡해?,심심해
잠와,심심해
나 지금 졸고 있어,심심해
놀아주라~,심심해
심심하다 놀아줘,심심해
지루하다,심심해
졸려~,심심해
심심하당,심심해
졸렵다 뭐하지,심심해
졸립다,심심해
너무 심심하다 놀아줘,심심해
너무 졸립다,심심해
졸려 뭐하지,심심해
심심해~,심심해
뭐하지,심심해
졸렵다,심심해
잠온다구요,심심해
졸리워,심심해
졸린데 어쩌지,심심해
심심해죽겠어~,심심해
심심한데 뭐하지,심심해
잠와 놀아줘,심심해
잠이 오는데 어떡하지,심심해
잠오는데 어떡하지,심심해
졸립당,심심해
심심한데 뭐할까,심심해
잠온다 놀아줘,심심해
자고 싶다,심심해
졸린데 어쩌징,심심해
졸립다 놀아줘,심심해
졸립다아,심심해
나 너무 심심해 놀아줘,심심해
아 졸려,심심해
오바마가 미국 몇 대 대통령이지?,시사상식
우리나라 인구 수 얼마야,시사상식
대통령 후보 누구 누구 있지,시사상식
세계에서 가장 큰 나라는?,시사상식
대통령 선거 날짜가 언제야?,시사상식
주문 어떻게 해요?,주문절차안내
주문 절차에 대해 알려주세여,주문절차안내
주문 어떻게 하나요,주문절차안내
주문하는 방법 알려주세요,주문절차안내
어떤 절차에 따라 주문이 되는건지,주문절차안내
주문절차가 궁금한데?,주문절차안내
주문절차에 대해 알려줘,주문절차안내
동원몰 상품 주문 방법,주문절차안내
주문 방법을 안내해주세요.,주문절차안내
동원몰에서 물건 사는 방법 알려주세요,주문절차안내
주문하는 순서나 방법 문의합니다,주문절차안내
주문방법을 안내해주세요,주문절차안내
주문하는 순서나 과정이 궁금해,주문절차안내
주문 절차를 알려주십시오,주문절차안내
주문 절차에대해 말해줄 수 있어?,주문절차안내
주문하는 방법이나 절차 알려줘,주문절차안내
주문 절차 좀 알려줘,주문절차안내
주문절차가 궁금한데,주문절차안내
주문 절차가 궁금해,주문절차안내
주문 절차를 안내해주세요.,주문절차안내
주문 절차 알려줘,주문절차안내
주문 절차 알려줘.,주문절차안내
주문하는 순서나 방법 안내해주세요,주문절차안내
주문 절차가 궁금한데,주문절차안내
상품 어떻게 사,주문절차안내
주문 절차 안내 부탁드립니다,주문절차안내
주문 처음이라서 잘 모르겠어요~ 어떻게 하는지 알려주세요,주문절차안내
주문 방법에 대해 알려줄래,주문절차안내
어떤 절차에 따라 주문이 되는건지 궁금해,주문절차안내
주문 절차를 알려주십시오.,주문절차안내
주문 하려면 어떻게 해야 되나요?,주문절차안내
주문 방법 알려줄 수 있겠니?,주문절차안내
주문 방법을 알려주세요,주문절차안내
인터넷 구매하는 방법,주문절차안내
주문 어떻게 하죠?,주문절차안내
인터넷 구매 어떻게 하나요?,주문절차안내
주문 어떻게 하나요?,주문절차안내
주문 방법 알려줄 수 있어,주문절차안내
주문절차를 안내해주세요,주문절차안내
음.. 가공식품 주문은 가능한거야?,주문절차안내
주문절차 좀 알려줘,주문절차안내
주문 절차에 대해 알려줘,주문절차안내
난 주문절차가 궁금해,주문절차안내
주문 어떻게 해요,주문절차안내
주문하는 순서나 방법 문의해요,주문절차안내
주문 방법에 대해서 알려줄래?,주문절차안내
난 주문절차가 궁금하다구,주문절차안내
주문 순서 또는 과정에 대해 안내해줘,주문절차안내
주문하는 방법 알려줘,주문절차안내
어떤 순서로 주문이 이루어지나요,주문절차안내
사려면 어떻게 해?,주문절차안내
구매 절차 알려줘,주문절차안내
주문 순서가 어떻게 되니,주문절차안내
구매 방법 알려줘,주문절차안내
주문하는 방법이나 절차에 대해 알려주세요,주문절차안내
구매 내역 확인 도와줘요,주문내용확인
구매 내역 확인,주문내용확인
주문한 내용 확인,주문내용확인
구매 리스트 확인하는 방법 알려주세요,주문내용확인
주문 내역은 어디서 확인할 수 있는지?,주문내용확인
주문 확인 방법 알려주세요,주문내용확인
주문 확인 어떻게 하는지 알려줘,주문내용확인
내가 주문한 상품들 다시 보려면,주문내용확인
구매 내용 확인,주문내용확인
주문 리스트 확인 도와줘,주문내용확인
구매한 내용 확인,주문내용확인
구매이력 보여줘,주문내용확인
구매 내역 조회 어떻게 하는지 알려줘,주문내용확인
구매내용 조회,주문내용확인
주문 내용 확인 어디서 하는지 알려주세요~,주문내용확인
구매 내역 조회,주문내용확인
주문한내역 확인,주문내용확인
주문 내역 확인 어디서 하는지 알려주세요,주문내용확인
주문 리스트 열람 방법,주문내용확인
주문 내역 확인 어떻게 하는지 알려줘,주문내용확인
내 구매이력 보여주세요,주문내용확인
주문 조회 어떻게 하는지 알려줘,주문내용확인
주문했던 리스트 열람하는 방법 알려줘,주문내용확인
주문 내용 조회하는 거 알려줘,주문내용확인
주문한 내역 확인,주문내용확인
주문내용 확인,주문내용확인
주문내역 조회,주문내용확인
구매한 내역 조회,주문내용확인
주문했던 리스트 보는 방법 알려줘,주문내용확인
주문내용 조회,주문내용확인
나의 구매이력,주문내용확인
주문 내역 조회 어떻게 하는지 알려줘,주문내용확인
주문 내역 확인 방법은?,주문내용확인
주문 내역을 지금 바로 확인할 수는 없나요?,주문내용확인
구매내역 확인,주문내용확인
구매내역 조회,주문내용확인
주문한 내역 조회,주문내용확인
구매한 내용 조회,주문내용확인
구매이력 확인,주문내용확인
주문 내용 조회,주문내용확인
어제 만두를 샀는데 몇 개 주문 들어간 건지 기억이 안나요. 어디서 다시 볼 수 있어요,주문내용확인
주문한 내용을 확인하고 싶어요,주문내용확인
일주일 전에 밴드 상품 구매했는데 배송이 덜 온 것 같아요 구매했던 리스트 확인해주세요,주문내용확인
주문이력,주문내용확인
주문 내역 확인,주문내용확인
주문 내역 확인 어디서 해요,주문내용확인
구매 내용 조회,주문내용확인
주문내역 확인,주문내용확인
주문한 내용 조회,주문내용확인
주문 조회를 하고 싶습니다,주문내용확인
주문 내역 조회,주문내용확인
주문한 상품 다른 것으로 바꿀 수 있는지요,주문상품변경
상품 변경 좀 부탁해,주문상품변경
다른 상품으로 바꾸고 싶습니다,주문상품변경
주문 상품 변경,주문상품변경
다른 상품으로 바꿀 수 있는지 확인해주세요,주문상품변경
상품 변경 가능해?,주문상품변경
옵션을 변경하고 싶은데요,주문상품변경
상품 변경 요청합니다,주문상품변경
주문 상품 변경 가능한지 알려주세요,주문상품변경
다른 상품으로 바꾸고 싶어,주문상품변경
주문한 상품 변경이 가능합니까,주문상품변경
주문한 상품 변경이 가능해?,주문상품변경
주문 상품 변경 요청해요,주문상품변경
다른 상품으로 바꾸고 싶어요,주문상품변경
주문했는데요.. 변경 하고싶어서요,주문상품변경
상품 변경 신청 할 수는 없는지요?,주문상품변경
옵션 변경하고 싶습니다,주문상품변경
상품 구성 변경할 수 있어?,주문상품변경
주문상품 변경 요청해요,주문상품변경
옵션 변경하고 싶어,주문상품변경
주문했는데 변경하고 싶어요,주문상품변경
럭키딜 구성변경요청...,주문상품변경
주문한 제품 다른 것으로 바꿀 수 있는지 알려주세요,주문상품변경
상품 구성 변경 가능?,주문상품변경
주문 상품 변경이 가능하니?,주문상품변경
주문했는데 변경할 수 있는지,주문상품변경
상품 구성 변경할 수 있나요?,주문상품변경
옵션을 변경할 수 있나요?,주문상품변경
주문했는데 변경하고 싶습니다,주문상품변경
주문했는데 상품 변경할 수 있는지?,주문상품변경
옵션 변경하고 싶은데요,주문상품변경
주문 상품 변경할 수 있는지 알려줘,주문상품변경
상품 변경 신청,주문상품변경
주문했는데 변경하고 싶어,주문상품변경
상품 구성 변경 가능한가요,주문상품변경
옵션변경요청합니다.,주문상품변경
구성 변경 요청,주문상품변경
상품 옵션 변경 요청,주문상품변경
왕새우만두를 주문했는데 다른 상품으로 바꾸려구요,주문상품변경
상품 주문했는데 변경할 수 있나요?,주문상품변경
상품 변경 가능할까요?,주문상품변경
주문 상품을 변경 가능한지 문의,주문상품변경
옵션 변경이 가능한가요,주문상품변경
주문한 상품을 다른 상품으로 바꿀 수 있는지?,주문상품변경
주문 제품 변경이 가능한지 궁금해,주문상품변경
주문 제품 변경 가능한지 알려줘,주문상품변경
주소 변경 요청,주문후주소지변경
상품 받을 주소지 변경해야 하는데요,주문후주소지변경
주소지 바꿔야 될 것 같습니다,주문후주소지변경
